MarketingContentDescription
contentName,location,marketingText,langId,field1,field2,delete
BXRBuildersScrewsAdContent,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/fastenersLandingPage/styles.css" />      <div id="screwsESpotContainer" class="container">       <div id="screwsESpot" class="espotCont">        <div id="screwsESpotBackground">         <!--[if IE 8]>            <img src="[imagePath]rwdWebAssets/fastenersLandingPage/espot2_background.jpg"></img> <![endif]-->         <!--[if gte IE 9]><!-->            <div></div>         <!--<![endif]-->        </div>        <div id="screwsImg">         <!--[if IE 8]>            <img src="[imagePath]rwdWebAssets/fastenersLandingPage/espot2_screws.png"></img> <![endif]-->         <!--[if gte IE 9]><!-->            <div></div>         <!--<![endif]-->        </div>        <div class="bannerText">         <div class="line1">BXR 构建器</div>         <div class="line2">机械螺丝</div>        </div>        <div class="bannerLine">         BXR 构建器的机械螺丝        </div>       </div>      </div> ,-7,,,0
ApparelHeroImage,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/deptMainESpot/styles.css" /> <div id="deptMainESpot" class="container">    <div id="deptMainESpot-bkgrd">       <div id="deptMainESpot-bkgrd-couple">          <div></div>       </div>       <div id="deptMainESpot-container" class="espotCont">          <div id="deptMainESpot-girl2">       <!--[if IE 8]>       <img src="[imagePath]rwdWebAssets/deptMainESpot/female.png"/>    <![endif]-->      <!--[if gte IE 9]><!-->            <div></div>    <!--<![endif]-->             </div>          <div id="deptMainESpot-titleCont">             <div class="title">时尚</div>             <div class="title2">晚礼服</div>             <div class="title4">购买以下商品可享受价格优惠：女士礼服<br/>和男士套装</div>          </div>          <div id="deptMainESpot-multiImgCont">             <div id="deptMainESpot-couple">                <!--[if IE 8]>      <img src="[imagePath]rwdWebAssets/deptMainESpot/couple.png"/> <![endif]-->          <!--[if gte IE 9]><!-->                                                        <div></div>     <!--<![endif]-->             </div>             <div id="deptMainESpot-male">                <div></div>             </div>          </div>       </div>    </div> </div>,-7,,,0
AboutDressDesignerHeroImage,,<div class="left_column left_column_5px static_page" role="main">       <div class=" hero_image ">         <img alt="About the designer hero image" src="[imagePath]StaticContent/images/[langlocale]/011B_EATDM_EliseKurkova_001.jpg"/>       </div>          <div class="header">关于设计师</div>          <div class="three_column_content">         <div class="column" >           <div class="text_holder" >             <p>获奖设计师 Elise Kurkova 激励了那些重视样式、设计和坚持品质的人们。</p>            <p>“如果一位女士穿上我设计的衣服，那么我希望她感觉像是在享受人生中最奢华的部分。”</p>       </div>                <div class="espot" style="position:relative;">             <img alt="Dresses Image" src="[imagePath]StaticContent/images/dresses_espot.png"/>            <a href="[fullPathHomeURL]/apparel/women/dresses">             <div class="imagelink" style="position: absolute; top: 220px; right: 0px; ">             女装            </div>             </a>            </div>            <div class="item_spacer_10px"></div>            <div class="item_spacer_10px"></div>             <div class="text_holder">              <p>Elise 来自俄罗斯的圣彼得堡，她记得儿时用她母亲的旧衣服打扮自己，花几小时用家里能够找到的任何饰品</p>             </div>          </div>              <div class="column border">           <div class="text_holder">            <p>来加强装饰效果。</p>            <p>她的创造性在大学时代大大增强，她在大学主修艺术史，专攻 20 世纪服装流行趋势。</p>                         <p>在学校时，戏剧系请她设计服装，这使她尝试到了服装设计的乐趣。</p>         <p>这激发了她创作自己设计的欲望，于是在完成学业后她到美国去学习时尚设计。</p>           </div>               <div class="quote">             “如果一位女士穿上我设计的衣服，那么我希望她感觉像是在享受人生中最奢华的部分。”         </div>               <div class="item_spacer_10px"></div>          <div class="item_spacer_10px"></div>            <div class="text_holder">             <p>1998 年毕业后，Elise 搬到纽约。她在纽约为各种时装公司工作，慢慢获得了采购和市场营销方面的经验。</p>            <p>Elise 在 2007 年加入了 Madison，启动了她的第一次个人系列，灵感来自她的家乡。</p>         </div>          </div>                <div class="column border">           <div class="text_holder">           <p>Petroika 秀主打冬季服装，兼具时尚和保暖功能。</p>            <p>现在，她的最新工作重点是新的 Heritage 系列。</p>            <p>每个人都可在此晚装系列找到适合自己的风格（从黑人风爵士、飘逸的皮革到感性精致的绸缎和亮片）。</p>            </div>               <div class="espot" style="position:relative;margin-left:1px;">           <img alt="Suits Image" src="[imagePath]StaticContent/images/suits_espot.png"/>             <a href="[fullPathHomeURL]/apparel/men/suits">           <div class="imagelink" style="top: 257px; right: 0px;">               西服       </div>           </a>            </div>           </div>           <div class="clear_float"></div>         </div>            <div class="clear_float"></div>           </div>,-7,,,0
EveningSparkleDressHeroImage,,<div class="left_column left_column_5px static_page" role="main">      <div class="video_container">        <span class="spanacce">Evening Sparkle Dress Collection Flash Video</span>     <!-- Android 2.2+ fallback to Flash -/->        <video controls poster="[imagePath]StaticContent/media/dc_video_main_718_412.jpg" >       <source src="[imagePath]StaticContent/media/dc_video.mp4" type="video/mp4" />       </video> -->        <object classid="clsid:d27cdb6e-ae6d-11cf-96b8-444553540000" width="718" height="412" id="dc_video_player" align="middle">         <param name="base" value="[imagePath]StaticContent/"/>     <param name="movie" value="[imagePath]StaticContent/media/dc_video_player.swf" />         <param name="quality" value="best" />          <param name="bgcolor" value="#ffffff" />         <param name="play" value="false" />         <param name="loop" value="false" />         <param name="wmode" value="window" />        <param name="scale" value="showall" />        <param name="menu" value="true" />         <param name="devicefont" value="false" />         <param name="salign" value="" />        <param name="allowScriptAccess" value="sameDomain" />        <!--[if !IE]>-->         <object type="application/x-shockwave-flash" data="[imagePath]StaticContent/media/dc_video_player.swf" width="718" height="412">      <param name="base" value="[imagePath]StaticContent/"/>     <param name="movie" value="[imagePath]StaticContent/media/dc_video_player.swf" />          <param name="quality" value="best" />          <param name="bgcolor" value="#ffffff" />         <param name="play" value="false" />         <param name="loop" value="false" />          <param name="wmode" value="window" />        <param name="scale" value="showall" />         <param name="menu" value="true" />          <param name="devicefont" value="false" />          <param name="salign" value="" />        <param name="allowScriptAccess" value="sameDomain" />       <!--<![endif]-->          <a href="http://www.adobe.com/go/getflash">         <img src="http://www.adobe.com/images/shared/download_buttons/get_flash_player.gif" alt="Get Adobe Flash player" />       </a>             <!--[if !IE]>-->       </object>         <!--<![endif]-->      </object>       </div>        <div class="header">闪亮晚裙时装展视频</div>       <div class="three_column_content">         <div class="column">        <div class="image_holder_top">        <img alt="Luxurious Leathers" src="[imagePath]StaticContent/images/column_espot01.png"/>        </div>         <div class="text_holder_bottom text_holder">       <div class="header">豪华的皮革</div>          <p>由具备多年经验的专家精选的精致皮革已制作成有新意且带有黑人爵士风的晚装。皮革极其柔滑，设计在我们的 Hermitage Glamskin 系列中也极其受欢迎。</p>      </div>        </div>        <div class="column border">      <div class="text_holder_top text_holder">        <div class="header">闪耀的亮片</div>        <p>没有什么能像经典设计的礼服上数以千计的金属片那样能点亮夜晚。请看看 Hermitage Metallica 系列中最新迷人礼服，它们装饰有金色、银色、铜色和钢青色的金属片。</p>      </div>         <div class="image_holder_bottom">          <img alt="Sequin Shine" src="[imagePath]StaticContent/images/column_espot02.png"/>          </div>       </div>         <div class="column border">        <div class="image_holder_top">       <img alt="Smooth Silks" src="[imagePath]StaticContent/images/column_espot03.png"/>       </div>         <div class="text_holder_bottom text_holder">        <div class="header">光滑的丝绸</div>        <p>如果您'正在找'既顺滑又性感的优雅服装，那么您必须看看 Hermitage Gemstone 系列。这些丝缎制品在包括紫水晶、祖母绿、红宝石和蓝宝石的宝石调色板上看起来尤为奢华。</p>          </div>        </div>      </div>      <div class="clear_float"></div>        </div>,-7,,,0
StyleGuideAttachmentHeroImage,,<div class="left_column left_column_5px static_page" role="main">     <div class="style_guide">      <div class="left_image">       <img alt="Style Guide" src="[imagePath]StaticContent/images/[langlocale]/styleguide.jpg"/>     </div>       <div class="right_content">       <div class="header">Aurora 样式指南</div>       <p>浏览春季样式指南以查看某些全球热门设计师的最新时尚和流行趋势。我们的样式指南提供流行时尚、经典设计和无与伦比的质量 - 每个人都可在此系列中找到自己的风格！</p>         <div class="item_spacer_10px"></div>              <p class="bold">下列商品的特殊报价：</p>      <div class="item_spacer_10px"></div>        <ul>          <li>女装</li>       <li>女鞋</li>         <li>女士配件</li>        <li>男装</li>           <li>童装</li>         </ul>        <div class="item_spacer_10px"></div>        <div class="item_spacer_10px"></div><br/>          <div class="attachment">          <div class="icon"><img alt="PDF Icon" src="[imagePath]StaticContent/images/pdf_icon_2.png"/></div>        <div class="details">         <p><a href="[imagePath]StaticContent/attachments/[langlocale]/style_guide.pdf">下载 PDF</a></p>        <div class="clear_float"></div>         <p>(233.3 kb)</p>         </div>         </div>          <div class="clear_float"></div>        </div>            <div class="clear_float"></div>        </div>        <div class="full_espot">        <img alt="Shirt Sale 15% off men's dress shirts." src="[imagePath]StaticContent/images/[langlocale]/products_large.jpg"/>       </div>           <div class="clear_float"></div>         </div>,-7,,,0
ApparelSubEspot1,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/deptSubESpot1/styles.css" />      <div id="deptSubESpot1" class="container">       <div id="deptSubESpot1-bkgrd">        <div id="deptSubESpot1-bkgrd-handbag1"><div></div></div>        <div id="deptSubESpot1-container" class="espotCont">         <div id="deptSubESpot1-multiImgCont">           <div id="deptSubESpot1-bag1">                     <!--[if IE 8]>              <img src="[imagePath]rwdWebAssets/deptSubESpot1/handbag1.png"></img> <![endif]-->      <!--[if gte IE 9]><!-->            <div></div>           <!--<![endif]-->     </div>          <div id="deptSubESpot1-bag2">                     <!--[if IE 8]>              <img src="[imagePath]rwdWebAssets/deptSubESpot1/handbag2.png"></img> <![endif]-->      <!--[if gte IE 9]><!-->            <div></div>           <!--<![endif]-->     </div>          <div id="deptSubESpot1-bag3">           <div></div>          </div>         </div>         <div id="deptSubESpot1-titleCont">           <div class="title1">时尚手提包</div>          <div class="title2">在以下情况下，购买手提包可享受 8.5 折优惠：<br/>购买裙装</div>         </div>        </div>       </div>      </div>,-7,,,0
ApparelSubEspot2,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/deptSubESpot2/styles.css" />      <div id="deptSubESpot2" class="container">       <div id="deptSubESpot2-bkgrd">        <div id="deptSubESpot2-bkgrd-tie"><div></div></div>        <div id="deptSubESpot2-container" class="espotCont">         <div id="deptSubESpot2-multiImgCont">           <div id="deptSubESpot2-tie">                     <!--[if IE 8]>              <img src="[imagePath]rwdWebAssets/deptSubESpot2/tie.png"></img> <![endif]-->      <!--[if gte IE 9]><!-->            <div></div>           <!--<![endif]-->     </div>          <div id="deptSubESpot2-belt">           <div></div>          </div>          <div id="deptSubESpot2-cuff">                     <!--[if IE 8]>              <img src="[imagePath]rwdWebAssets/deptSubESpot2/cufflinks.png"></img> <![endif]-->      <!--[if gte IE 9]><!-->            <div></div>           <!--<![endif]-->     </div>         </div>         <div id="deptSubESpot2-titleCont">           <div class="title1">男士配件</div>          <div class="title2">在购买套装之后，购买男士配件可享受 7.5 折优惠</div>         </div>        </div>       </div>      </div>,-7,,,0
ApparelESpotDefaultTitle,,现正销售,-7,,,0
WomenLandingSunglasses,,墨镜,-7,,,0
WomenLandingHats,,帽子,-7,,,0
BoysPants_Atct_1,,舒适毛衣,-7,,,0
BoysPants_Atct_2,,牛仔裤,-7,,,0
BoysShoes_Atct_1,,上装,-7,,,0
BoysShoes_Atct_2,,促销,-7,,,0
BoysTops_Atct_1,,舒适毛衣,-7,,,0
BoysTops_Atct_2,,牛仔裤,-7,,,0
BoysRow1_Content,,,-7,,,0
ApparelESpotCategoryTitle,,购买...,-7,,,0
GirlsDS_Atct_1,,礼服促销,-7,,,0
GirlsDS_Atct_2,,促销,-7,,,0
GirlsPants_Atct_1,,牛仔色,-7,,,0
GirlsPants_Atct_2,,夏季大减价,-7,,,0
GirlsShoes_Atct_1,,鞋子促销 1,-7,,,0
GirlsShoes_Atct_2,,促销,-7,,,0
GirlsTops_Atct_1,,T 恤上装,-7,,,0
GirlsTops_Atct_2,,舒适毛衣,-7,,,0
MenAcc_Atct_1,,丝绸领带,-7,,,0
MenAcc_Atct_2,,西装,-7,,,0
MenJackets_Atct_1,,帅气皮衣,-7,,,0
MenJackets_Atct_2,,奢华羊绒,-7,,,0
MenPants_Atct_1,,牛仔裤,-7,,,0
MenPants_Atct_2,,促销,-7,,,0
MenShirts_Atct_1,,基本款 T 恤,-7,,,0
MenShirts_Atct_2,,礼服衬衫,-7,,,0
MenShoes_Atct_1,,促销,-7,,,0
MenShoes_Atct_2,,皮带,-7,,,0
MenSuits_Atct_1,,西装,-7,,,0
MenSuits_Atct_2,,丝绸领带,-7,,,0
MenRow1_Content,,,-7,,,0
WAcc_Atct_1,,皮带,-7,,,0
WAcc_Atct_2,,完美手袋,-7,,,0
WHB_Atct_1,,完美手袋,-7,,,0
WHB_Atct_2,,墨镜,-7,,,0
WPants_Atct_1,,牛仔裤,-7,,,0
WPants_Atct_2,,皮带,-7,,,0
WSB_Atct_1,,牛仔裤,-7,,,0
WSB_Atct_2,,衬衫和短衫,-7,,,0
WSh_Atct_1,,闪亮晚裙,-7,,,0
WSh_Atct_2,,促销,-7,,,0
WSk_Atct_1,,牛仔裤,-7,,,0
WSk_Atct_2,,夏季大减价,-7,,,0
WSw_Atct_1,,闪亮晚裙,-7,,,0
WSw_Atct_2,,舒适毛衣,-7,,,0
WomenLandingStyles,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/womenLandingPage/styles.css" type="text/css"/> <link rel="stylesheet" href="[imagePath]rwdWebAssets/womenLandingPage/heroSpotVideo/styles.css" />,-7,,,0
WomenLandingVideo,,<div id="searchLandSlot4">    <div id="videoContainer" tabindex="0" title="Summer by Design video. Watch video for the promo code to get 40% off designer hats and sunglasses.">       <img id="videoFrame" alt="" src="[imagePath]rwdWebAssets/womenLandingPage/heroSpotVideo/TVScreen.png">          <video id="videoScreen" title="女帽广告视频，广告代码 SUN725" style="height:83%; width:96%;" width="96%" height="83%" poster="[imagePath]rwdWebAssets/womenLandingPage/heroSpotVideo/poster.jpg" controls>          <source id="videoScreen_mp4" src="[imagePath]rwdWebAssets/womenLandingPage/heroSpotVideo/media/[langlocale]/acc_usl.mp4" type="video/mp4" />          <source id="videoScreen_ogg" src="[imagePath]rwdWebAssets/womenLandingPage/heroSpotVideo/media/[langlocale]/acc_usl.ogg" type="video/ogg" />          <object type="application/x-shockwave-flash" data="[imagePath]rwdWebAssets/womenLandingPage/heroSpotVideo/media/[langlocale]/player_r.swf" width="96%" height="84%" id="videoScreen_flash" align="middle" wmode="transparent">             <param name="wmode" value="transparent" />    <param name="movie" value="[imagePath]rwdWebAssets/womenLandingPage/heroSpotVideo/media/[langlocale]/player_r.swf" />             <param name="allowFullScreen" value="true" />             <param name="allowScriptAccess" value="sameDomain" />          </object>       </video>       <div id="videoFinished">          <div class="content">             <div class="textContainer"> 输入促销代码 <br><b>SUN725</b> 在结帐期间，<br>并且<h5>享受额外的 7.5 折优惠</h5>（对于所有<br>女士墨镜和帽子）！</div>          </div>       </div>       <div id="videoBackScreen">&nbsp;</div>       <div id="promotionTitle">          精心设计夏季产品          <h1>请查看促销代码以<b>享受 6 折优惠</b>购买时尚帽子和墨镜</h1>       </div>    </div> </div>,-7,,,0
WomenLandingRichText,,<h1>按样式购物</h1>,-7,,,0
WomenLandingRichText2,,<h1>按品牌购物</h1>,-7,,,0
WomenHeroImage,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/summerEssentials/styles.css" /> <div class ="container" id="albiniCollect">    <div id = "albiniCollect-bkgrd"><div></div></div>    <div class="background">       <div class ="gradient">          <div class = "espotCont">             <div class= "multiImgCont2">                  <div id="girl3">      <div></div>     </div>                 <div id="girl2">           <!--[if IE 8]>        <img src="[imagePath]rwdWebAssets/summerEssentials/girl1.png"></img> <![endif]-->      <!--[if gte IE 9]><!-->            <div></div>      <!--<![endif]-->          </div>              </div>             <div class = "titleCont">                <div class="title">夏季必需品</div>                <div class="title4">享受 8.5 折优惠</div>                <div class="title3">                   <div class ="link">                      <a href="[fullPathHomeURL]/apparel/women/handbags">本店手袋</a>                   </div>                   <div class ="link">                      <a href="[fullPathHomeURL]/apparel/women/dresses">本店衣服</a>                   </div>                   <div class ="link">                      <a href="[fullPathHomeURL]/apparel/women/shoes">本店鞋子</a>                   </div>                </div>             </div>             <div class= "multiImgCont">                  <div id ="bag1">           <!--[if IE 8]>        <img src="[imagePath]rwdWebAssets/summerEssentials/bag1.png"></img> <![endif]-->      <!--[if gte IE 9]><!-->            <div></div>      <!--<![endif]-->     </div>                 <div id = "bag2">      <div></div>     </div>                        <div id = "belts">      <div></div>      </div>                     <div id = "heels">           <!--[if IE 8]>        <img src="[imagePath]rwdWebAssets/summerEssentials/heels.png"></img> <![endif]-->      <!--[if gte IE 9]><!-->            <div></div>      <!--<![endif]-->     </div>               </div>             <div class="clearFloat"></div>          </div>          <div class="clearFloat"></div>       </div>    </div> </div>,-7,,,0
WomenESpotCategoryTitle,,展开您的衣橱,-7,,,0
Accessories_Atct_1,,清晰锐利,-7,,,0
Accessories_Atct_2,,配件价格优惠,-7,,,0
Appliances_Atct_1,,完美表现每一次,-7,,,0
Appliances_Atct_2,,大型厨房设备优惠,-7,,,0
BathAcc_Atct_1,,棉质毛巾,-7,,,0
BathAcc_Atct_2,,浴室配件,-7,,,0
Components_Atct_1,,定制台式机,-7,,,0
Components_Atct_2,,定制笔记本电脑,-7,,,0
Desktops_Atct_1,,定制台式机,-7,,,0
Desktops_Atct_2,,打印机价格优惠,-7,,,0
Dairy_Atct_1,,乳脂状卡门贝干酪,-7,,,0
Dairy_Atct_2,,新鲜牛奶,-7,,,0
DesktopsAndLaptops,,台式机和笔记本,-7,,,0
GetReadyForSchool,,开学装备优惠,-7,,,0
PowerOnTheGo,,随时随地，精彩无限,-7,,,0
Fruits_Atct_1,,蛇果,-7,,,0
Fruits_Atct_2,,多汁浆果,-7,,,0
Furniture_Atct_1,,卧室家具,-7,,,0
Furniture_Atct_2,,灯具价格优惠,-7,,,0
FreeDelivery,,免费送货,-7,,,0
AtlanticLobster,,大西洋龙虾,-7,,,0
CrispRomaine,,爽脆生菜,-7,,,0
FreeConsultation,,免费咨询,-7,,,0
NaturalVitamins,,天然维生素,-7,,,0
AutomaticRefills,,自动续药,-7,,,0
LivingRoomSale,,起居室,-7,,,0
PerfectEveryTime,,完美表现每一次,-7,,,0
SaveOnLighting,,灯具价格优惠,-7,,,0
Kitchenware_Atct_1,,不锈钢厨具,-7,,,0
Kitchenware_Atct_2,,大型厨房设备优惠,-7,,,0
Laptops_Atct_1,,定制笔记本电脑,-7,,,0
Laptops_Atct_2,,配件价格优惠,-7,,,0
Lighting_Atct_1,,灯具价格优惠,-7,,,0
Lighting_Atct_2,,升级起居室,-7,,,0
Magazines_Atct_1,,Photoritz 杂志,-7,,,0
Magazines_Atct_2,,SocietyTime 杂志,-7,,,0
Meat_Atct_1,,蜜汁烤制,-7,,,0
Meat_Atct_2,,三文鱼刺身,-7,,,0
Medicines_Atct_1,,自动续药,-7,,,0
Medicines_Atct_2,,全天然维生素,-7,,,0
SubscribeAndSave,,订阅优惠,-7,,,0
SubscribeToNewsletters,,订阅时事通讯,-7,,,0
SubscribeToMagazines,,Econo Sense 杂志,-7,,,0
Newsletters_Atct_1,,订阅时事通讯,-7,,,0
Newsletters_Atct_2,,Delish 杂志,-7,,,0
Tablets_Atct_1,,随时随地，精彩无限,-7,,,0
Tablets_Atct_2,,开学装备优惠,-7,,,0
Tableware_Atct_1,,混合搭配,-7,,,0
Tableware_Atct_2,,混合搭配餐盘,-7,,,0
Vegetables_Atct_1,,种植胡萝卜,-7,,,0
Vegetables_Atct_2,,包装什锦沙拉,-7,,,0
Vitamins_Atct_1,,全天然维生素,-7,,,0
Vitamins_Atct_2,,治感冒的胶丸,-7,,,0
HardwareLightingCategoryHeroImage,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/hardwareLightingLandingPage/styles.css"/>    <div id="Hero Banner" class="Banner">     <div id="BannerContent">      <img id="Bulbs" src="[imagePath]rwdWebAssets/hardwareLightingLandingPage/cat_lighting_herobanner.png">      <div class="textBlock">       <p id="LongLife">使用寿命长</p>       <p id="bulbs">灯泡</p>      </div>      <div class="bannerLine">       <p id="LongLife">使用寿命长的灯泡</p>      </div>      <img id="scaleddown" src="[imagePath]rwdWebAssets/hardwareLightingLandingPage/cat_lighting_herobanner.png">     </div>    </div>,-7,,,0
BoltsDeptHeroImage,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/boltsLandingPage/styles.css"/>    <div id="Bolts Banner" class="Banner">     <div id="boltsbgImg"></div>      <div class="bannerText">      <div class="line1">       <span id="new">新品！</span><span id="Tamper"> 防干扰螺栓</span>      </div>       <div class="line2">       耐久紧固件      </div>     </div>    </div>,-7,,,0
ScrewsDeptHeroImage,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/screwsLandingPage/styles.css"/>    <div id="ScrewsBanner" class="Banner">     <div class="bannerContent">      <img id="Screws" src="[imagePath]rwdWebAssets/screwsLandingPage/subcat_screws_herobanner.png">      <div class="textBlock">       <p id="HighLightText">BXR BUILDERS</p>       <p id="SubText"> MACHINE SCREWS </p>      </div>     </div>    </div>,-7,,,0
NutsDeptHeroImage,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/nutsLandingPage/styles.css"/>    <div id="NutsBanner" class="Banner">     <div id="Bannercontent">       <img id="Wrench" src="[imagePath]rwdWebAssets/nutsLandingPage/subcat_nuts_herobanner_wrench.png">       <div class="textField">        <p id="OrangeText">不锈钢</p>        <p id="subText">钢螺帽</p>       </div>       <img id="Tilenuts1" src="[imagePath]rwdWebAssets/nutsLandingPage/subcat_nuts_herobanner_nuts_double.png">      </div>    </div>,-7,,,0
HardwareDeptHeroImage,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/hardwareDeptLandingPage/styles.css"/>    <div id="Hardware Banner" class="Banner">     <div id="BannerContent">      <img id="Lighting" src="[imagePath]rwdWebAssets/hardwareDeptLandingPage/cat_hardware_herobanner_lighting.png">            <img id="screwsRow" src="[imagePath]rwdWebAssets/hardwareDeptLandingPage/cat_hardware_herobanner_screws.png">            <div id="singleBlock">       <p class="quality">产品优质</p>      </div>            <div id="secondBlock">       <p class="GreatPrices">价格优惠</p>      </div>      <div class="textBlock">       <p class="quality">产品优质</p>       <p class="GreatPrices">价格优惠</p>      </div>     </div>    </div>,-7,,,0
HardwareDeptLeftAdImage,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/hardwareDeptLandingPage/styles.css"/>    <div id="NutsBanner" class="espotNuts">     <div id="Bannercontent">      <img id="Wrench" src="[imagePath]rwdWebAssets/hardwareDeptLandingPage/subcat_nuts_herobanner_wrench.png">      <div class="textField">       <p id="OrangeText">不锈钢</p>       <p id="subText">钢螺帽</p>      </div>      <img id="Tilenuts1" src="[imagePath]rwdWebAssets/hardwareDeptLandingPage/subcat_nuts_herobanner_nuts_double.png">       </div>    </div>,-7,,,0
HardwareDeptRightAdImage,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/hardwareDeptLandingPage/styles.css"/>    <div id="espot2" class="espotLighting">     <div id="BannerContent">      <img id="Bulbs" src="[imagePath]rwdWebAssets/hardwareDeptLandingPage/cat_lighting_herobanner.png">      <div class="textBlock">       <p id="LongLife">使用寿命长</p>       <p id="bulbs">灯泡</p>      </div>      <img id="scaleddown" src="[imagePath]rwdWebAssets/hardwareDeptLandingPage/cat_lighting_herobanner.png">     </div>    </div>,-7,,,0
HardwareESpotCategoryTitle,,购买...,-7,,,0
HardwareESpotCatalogEntryTitle,,热卖产品,-7,,,0
FastenersPageTab1,,您可能还需要...,-7,,,0
